,Unnamed: 0,SIC_early_happen
401,2735,1
402,10583,0
403,444,1
404,6781,1
405,1209,0
406,9842,1
407,817,1
408,4142,0
409,417,0
410,7371,1
411,10917,1
412,2615,1
413,2626,1
414,8249,1
415,7085,1
416,4916,0
417,51,1
418,8764,1
419,5730,0
420,10980,0
421,1481,0
422,11552,1
423,1069,0
424,149,1
425,8976,0
426,7016,1
427,1513,0
428,271,0
429,2774,1
430,8067,1
431,10532,0
432,1980,0
433,7103,1
434,4020,0
435,1874,0
436,6960,1
437,5091,1
438,3845,1
439,2182,1
440,9899,1
441,10995,1
442,75,1
443,7145,0
444,3280,1
445,3568,0
446,3095,0
447,9581,1
448,10116,1
449,3215,1
450,5129,0
451,4815,1
452,5893,1
453,5074,0
454,10349,1
455,6401,1
456,11212,1
457,3316,1
458,7942,1
459,1284,0
460,510,0
461,7514,0
462,7615,1
463,3248,1
464,1551,1
465,11345,0
466,4419,0
467,3108,0
468,7275,0
469,11453,0
470,6302,1
471,1127,1
472,3492,0
473,8672,1
474,3637,0
475,8572,0
476,2175,0
477,10360,0
478,7045,1
479,10649,1
480,8162,0
481,4845,0
482,7102,1
483,1966,0
484,6412,0
485,2477,0
486,4369,0
487,4868,1
488,3462,1
489,2715,0
490,3084,0
491,9128,1
492,205,0
493,7224,1
494,194,0
495,9227,0
496,6750,0
497,8825,0
498,7265,0
499,9610,1
500,9393,1
501,2899,0
502,2917,0
503,4873,1
504,8268,0
505,11437,1
506,6551,0
507,11228,0
508,4342,1
509,11280,0
510,8922,0
511,7775,0
512,7978,0
513,5444,0
514,6547,1
515,8874,0
516,7240,1
517,8689,1
518,227,1
519,389,0
520,10699,1
521,6263,1
522,7018,0
523,8037,1
524,10095,1
525,1776,0
526,437,0
527,6025,0
528,3709,0
529,8387,0
530,6998,1
531,3393,0
532,3131,0
533,9846,0
534,3175,0
535,10188,1
536,4025,1
537,7778,1
538,3057,1
539,9673,0
540,10134,0
541,5567,0
542,3507,1
543,188,0
544,3099,0
545,9430,1
546,11221,0
547,3887,0
548,3295,0
549,450,1
550,8472,1
551,1285,0
552,1261,1
553,9000,1
554,11237,0
555,2512,1
556,966,1
557,6901,1
558,9440,0
559,10492,1
560,9529,0
561,5699,0
562,1802,0
563,1219,0
564,11503,0
565,7124,1
566,4284,1
567,8613,1
568,157,1
569,3804,0
570,2673,1
571,1835,1
572,11111,1
573,625,0
574,4242,0
575,5857,0
576,4926,1
577,9301,1
578,6790,0
579,306,1
580,6287,0
581,5544,0
582,1255,0
583,4911,1
584,6581,1
585,10725,1
586,4159,1
587,583,1
588,9635,0
589,6120,0
590,1900,0
591,5633,0
592,9676,1
593,8314,1
594,5173,1
595,472,1
596,1163,1
597,7823,0
598,2494,1
599,4295,1
600,3835,0
601,5894,0
602,9381,0
603,11066,1
604,4101,1
605,11243,1
606,11184,0
607,627,1
608,11063,0
609,8817,1
610,9871,1
611,9215,0
612,8444,1
613,3894,1
614,980,0
615,2574,0
616,7146,1
617,11309,1
618,3921,0
619,9091,0
620,9352,1
621,10576,1
622,2357,1
623,8400,1
624,4471,1
625,3287,1
626,7434,0
627,8948,0
628,3443,1
629,832,1
630,6770,1
631,6003,1
632,7133,0
633,2227,0
634,2617,0
635,2595,1
636,7430,1
637,970,1
638,8122,1
639,785,1
640,10058,0
641,7491,0
642,3264,1
643,7895,1
644,10801,0
645,4725,1
646,4572,1
647,3276,1
648,7121,1
649,400,0
650,2935,1
651,9521,0
652,6055,0
653,8395,0
654,9030,0
655,11122,1
656,1560,0
657,10657,1
658,3198,0
659,8,1
660,5288,0
661,2173,1
662,9233,0
663,10391,1
664,10773,1
665,9379,0
666,9768,1
667,2909,1
668,2756,1
669,9937,1
670,4089,1
671,5003,1
672,11211,0
673,2095,0
674,10911,1
675,9603,1
676,3999,0
677,1736,0
678,6653,0
679,283,0
680,228,1
681,8771,1
682,2931,0
683,7530,0
684,7065,1
685,9781,1
686,6357,1
687,1526,0
688,3353,0
689,11347,1
690,1617,0
691,11073,1
692,8512,1
693,9117,0
694,6737,1
695,8329,1
696,761,0
697,10976,1
698,6989,1
699,6767,1
700,8524,1
701,2789,0
702,2716,1
703,3440,1
704,9448,1
705,7671,1
706,3969,0
707,9428,0
708,11102,1
709,9318,1
710,6115,1
711,5593,0
712,722,1
713,7324,0
714,8133,1
715,4581,1
716,8787,0
717,4527,1
718,1684,0
719,2405,0
720,7189,1
721,7563,0
722,923,0
723,11337,0
724,7702,1
725,3026,1
726,3912,1
727,3531,0
728,9232,0
729,6996,1
730,6650,0
731,4503,1
732,8617,1
733,11563,0
734,7348,1
735,451,0
736,891,0
737,7737,1
738,3430,1
739,5581,1
740,7419,1
741,8941,1
742,4509,1
743,6097,0
744,1146,0
745,6504,1
746,6611,1
747,434,0
748,8748,0
749,1917,1
750,6191,1
751,11101,0
752,1945,0
753,3584,1
754,6098,1
755,7527,1
756,2304,1
757,10908,1
758,7468,1
759,6084,1
760,5138,1
761,4286,1
762,3814,1
763,10271,1
764,4454,0
765,4679,0
766,8706,0
767,10776,1
768,9731,0
769,9175,0
770,285,0
771,1848,0
772,4196,1
773,9664,1
774,8331,0
775,9166,0
776,914,1
777,8648,1
778,2529,1
779,9651,0
780,6420,0
781,4392,0
782,5221,0
783,1593,1
784,10405,0
785,6361,1
786,3253,1
787,9579,1
788,178,0
789,9254,0
790,8875,1
791,2645,1
792,9898,0
793,4147,0
794,10328,1
795,8862,0
796,2085,1
797,9203,0
798,6699,1
799,1421,1
800,5846,1
801,5169,0
802,10099,0
803,6766,0
804,895,1
805,10900,0
806,3843,1
807,9188,0
808,4988,1
809,4797,1
810,3570,1
811,5011,0
812,7817,0
813,360,1
814,1098,0
815,11389,1
816,4605,0
817,6016,0
818,1890,1
819,1404,1
820,7741,1
821,1074,0
822,8216,0
823,10654,1
824,2604,0
825,6862,0
826,4438,0
827,7657,0
828,603,0
829,11186,1
830,7665,0
831,1057,0
832,10201,0
833,6976,1
834,6483,0
835,8439,1
836,1826,1
837,4850,1
838,6528,1
839,7802,0
840,11171,1
841,7390,1
842,10472,1
843,2049,0
844,11436,0
845,3616,1
846,2616,0
847,249,1
848,3513,1
849,1227,1
850,10287,0
851,1759,0
852,9910,0
853,300,0
854,1634,0
855,6194,0
856,6002,1
857,9830,0
858,10076,0
859,10012,1
860,7528,0
861,11506,1
862,10075,1
863,4473,0
864,3659,1
865,11333,1
866,2603,1
867,845,1
868,6192,1
869,7752,1
870,2256,1
871,2066,0
872,647,1
873,7513,0
874,1701,0
875,5069,1
876,4244,1
877,2271,0
878,5131,1
879,1185,1
880,6961,1
881,3657,1
882,10109,1
883,4936,1
884,9422,1
885,11316,1
886,6623,1
887,6602,1
888,6872,1
889,2745,0
890,9276,1
891,4412,0
892,9772,0
893,9947,0
894,9408,0
895,3293,1
896,10668,0
897,2648,1
898,4431,0
899,10504,0
900,10710,1
901,3552,0
902,10538,0
903,5327,1
904,9509,0
905,7028,1
906,7948,0
907,2491,1
908,7663,0
909,277,0
910,2977,0
911,5961,0
912,9697,1
913,6765,0
914,9792,0
915,7594,0
916,1050,0
917,8012,1
918,9779,1
919,7122,1
920,184,0
921,351,0
922,6447,0
923,9366,0
924,3320,0
925,8955,1
926,2174,1
927,6490,0
928,10162,1
929,8047,0
930,8466,1
931,10087,0
932,8276,0
933,5489,0
934,3354,1
935,8900,1
936,788,1
937,3233,1
938,916,0
939,8345,0
940,1784,1
941,1836,1
942,1029,1
943,3494,1
944,9086,0
945,10701,1
946,4900,0
947,8578,0
948,7335,0
949,3516,1
950,2434,0
951,9398,0
952,3519,1
953,8292,0
954,4940,1
955,5914,0
956,4965,1
957,3501,1
958,2495,0
959,7957,1
960,8768,0
961,10732,1
962,8985,1
963,9552,0
964,10570,1
965,4421,1
966,7448,0
967,8129,0
968,2038,1
969,3855,0
970,8085,0
971,1024,1
972,6631,0
973,114,0
974,8893,1
975,8053,0
976,2462,0
977,219,1
978,3396,1
979,2691,1
980,8356,0
981,6538,1
982,2002,1
983,9920,1
984,5361,0
985,6099,1
986,10334,0
987,734,0
988,8402,0
989,9633,1
990,637,0
991,6624,1
992,935,0
993,9349,0
994,4816,1
995,222,1
996,1871,0
997,9810,1
998,9668,0
999,9490,0
1000,4082,0
1001,5861,0
1002,1517,0
1003,6880,0
1004,1968,1
1005,5994,0
1006,11473,1
1007,10309,0
1008,3022,0
1009,63,0
1010,10128,0
1011,8195,0
1012,6520,1
1013,2288,1
1014,5612,1
1015,4465,1
1016,4351,1
1017,9011,1
1018,6258,0
1019,6621,0
1020,6033,0
1021,10973,1
1022,3030,0
1023,7300,1
1024,1962,0
1025,3799,0
1026,8744,0
1027,9489,0
1028,2274,0
1029,6260,1
1030,3641,1
1031,11174,0
1032,3909,1
1033,1015,0
1034,9854,0
1035,8366,0
1036,2934,0
1037,10234,1
1038,2472,1
1039,6377,0
1040,9504,0
1041,901,1
1042,10300,1
1043,4330,0
1044,11095,1
1045,7349,1
1046,547,0
1047,5037,0
1048,7743,1
1049,2988,0
1050,9088,1
1051,5356,0
1052,871,1
1053,10031,0
1054,9155,0
1055,1755,1
1056,9615,1
1057,5796,0
1058,2672,0
1059,5661,1
1060,8694,0
1061,284,0
1062,6186,0
1063,601,1
1064,7898,1
1065,7243,0
1066,2655,1
1067,11004,1
1068,2068,0
1069,2029,0
1070,2992,1
1071,1340,0
1072,6574,1
1073,10036,0
1074,10914,0
1075,9569,0
1076,5705,0
1077,7522,0
1078,7203,1
1079,1249,1
1080,7052,0
1081,8603,0
1082,6478,1
1083,2332,1
1084,9273,0
1085,442,0
1086,3811,0
1087,5998,0
1088,3221,1
1089,4219,0
1090,54,0
1091,10767,0
1092,4568,0
1093,3252,0
1094,3633,0
1095,10629,1
1096,164,1
1097,11363,0
1098,4726,1
1099,5890,0
1100,2208,1
1101,4452,1
1102,11155,0
1103,5600,1
1104,7119,1
1105,1955,1
1106,9022,0
1107,6441,1
1108,4076,1
1109,2107,1
1110,4703,0
1111,5295,1
1112,8484,1
1113,11065,0
1114,1965,1
1115,9483,0
1116,9150,1
1117,9730,1
1118,7829,1
1119,4233,0
1120,10097,1
1121,7375,0
1122,9647,1
1123,11501,0
1124,10857,1
1125,9084,1
1126,5750,0
1127,1110,0
1128,6375,0
1129,2470,1
1130,2363,0
1131,621,0
1132,4643,1
1133,2549,1
1134,3000,0
1135,7772,1
1136,9231,0
1137,69,0
1138,2978,1
1139,6439,0
1140,10592,1
1141,3038,0
1142,2121,0
1143,7032,1
1144,8783,0
1145,11129,1
1146,3230,0
1147,5193,1
1148,1731,1
1149,6376,0
1150,5748,0
1151,6064,1
1152,3918,0
1153,5410,0
1154,2784,1
1155,4209,0
1156,9608,1
1157,1564,1
1158,5208,1
1159,11018,1
1160,11151,0
1161,4905,1
1162,9306,0
1163,8150,1
1164,1737,0
1165,3922,1
1166,6886,0
1167,9465,1
1168,6479,1
1169,11538,0
1170,3849,0
1171,272,0
1172,9739,1
1173,6249,1
1174,6762,1
1175,397,0
1176,9710,0
1177,1788,0
1178,7520,0
1179,6299,1
1180,8703,1
1181,6570,1
1182,424,1
1183,5614,1
1184,8398,0
1185,10246,0
1186,9040,0
1187,11125,1
1188,10987,0
1189,888,0
1190,4168,1
1191,11011,0
1192,8495,1
1193,4223,1
1194,405,0
1195,5877,0
1196,4016,0
1197,2925,0
1198,10563,1
1199,6545,0
1200,6937,0
1201,9685,1
1202,11411,1
1203,8145,1
1204,8626,1
1205,6815,1
1206,7998,0
1207,2264,1
1208,9575,0
1209,3578,1
1210,1000,0
1211,1647,0
1212,4616,1
1213,1749,1
1214,2082,1
1215,10830,1
1216,2004,0
1217,3959,0
1218,9046,0
1219,1603,1
1220,10384,1
1221,11165,0
1222,10017,0
1223,10845,0
1224,8537,0
1225,3906,1
1226,7057,0
1227,1630,0
1228,3483,0
1229,10936,1
1230,10747,1
1231,5153,1
1232,4273,1
1233,8200,0
1234,72,1
1235,8425,0
1236,9592,1
1237,3778,1
1238,5186,1
1239,7022,1
1240,2433,0
1241,10332,1
1242,699,1
1243,835,1
1244,10883,0
1245,9971,0
1246,11142,1
1247,9160,0
1248,4764,1
1249,10156,0
1250,3384,1
1251,3634,1
1252,2003,1
1253,6633,0
1254,2768,0
1255,8282,0
1256,2025,0
1257,9043,1
1258,1377,0
1259,6652,1
1260,8786,1
1261,5377,0
1262,9316,1
1263,11264,0
1264,1610,0
1265,883,1
1266,7228,1
1267,5859,0
1268,9812,1
1269,9795,1
1270,10564,1
1271,880,1
1272,5061,1
1273,5975,1
1274,4354,0
1275,4859,1
1276,7967,1
1277,11441,1
1278,7642,0
1279,10282,0
1280,8124,1
1281,11277,0
1282,10027,1
1283,9719,0
1284,11342,0
1285,7044,0
1286,10425,1
1287,626,1
1288,1117,1
1289,9982,0
1290,4474,1
1291,9618,1
1292,2323,1
1293,3905,0
1294,8228,1
1295,1953,0
1296,2027,0
1297,5322,1
1298,11405,1
1299,3606,1
1300,10231,1
1301,7172,1
1302,6746,1
1303,2251,0
1304,8953,1
1305,8418,1
1306,1637,1
1307,8382,1
1308,10609,0
1309,2971,1
1310,7580,0
1311,11012,0
1312,4400,1
1313,8526,0
1314,9791,0
1315,3614,0
1316,2684,1
1317,3884,1
1318,6411,1
1319,4328,0
1320,8571,1
1321,4932,1
1322,10061,0
1323,10414,1
1324,2135,1
1325,1734,1
1326,10647,0
1327,10146,1
1328,3526,1
1329,7617,0
1330,6791,0
1331,10040,1
1332,10933,1
1333,1237,0
1334,4987,1
1335,5925,1
1336,4928,0
1337,1909,0
1338,8933,1
1339,3133,1
1340,3324,0
1341,2488,1
1342,3520,1
1343,4727,1
1344,6754,0
1345,9960,0
1346,8685,0
1347,5450,1
1348,5949,1
1349,5081,0
1350,6936,1
1351,6409,0
1352,6073,0
1353,5789,0
1354,9923,0
1355,5907,1
1356,9559,0
1357,10172,1
1358,9361,0
1359,8131,1
1360,4858,0
1361,7540,0
1362,1007,1
1363,11112,1
1364,8894,0
1365,10023,0
1366,1719,1
1367,956,1
1368,9689,0
1369,9858,0
1370,10170,0
1371,2814,1
1372,91,1
1373,30,1
1374,9162,1
1375,2322,0
1376,5708,0
1377,649,0
1378,7191,0
1379,5170,0
1380,8631,1
1381,6572,0
1382,8075,1
1383,9778,0
1384,7521,1
1385,800,1
1386,3098,1
1387,6217,1
1388,8404,1
1389,5032,0
1390,8829,0
1391,7149,0
1392,10764,1
1393,396,1
1394,6083,1
1395,8373,1
1396,382,1
1397,7242,1
1398,10341,1
1399,7631,0
1400,6193,0
1401,9101,0
1402,7932,0
1403,4334,1
1404,2552,1
1405,2181,1
1406,11019,1
1407,8742,0
1408,7354,0
1409,1903,0
1410,10264,0
1411,5019,0
1412,7081,1
1413,1621,1
1414,3275,1
1415,6326,1
1416,520,1
1417,7125,1
1418,5887,1
1419,270,0
1420,5033,0
1421,5378,0
1422,5187,1
1423,60,0
1424,608,0
1425,869,0
1426,4839,1
1427,4481,0
1428,9570,0
1429,11041,1
1430,2307,1
1431,5952,1
1432,2887,1
1433,10875,1
1434,9,0
1435,1199,1
1436,9839,0
1437,6557,0
1438,2430,0
1439,2580,0
1440,7105,0
1441,5642,0
1442,8881,0
1443,8108,0
1444,686,1
1445,8705,0
1446,10101,0
1447,10554,1
1448,8794,0
1449,2661,1
1450,9017,1
1451,4967,0
1452,6089,1
1453,7111,1
1454,6238,1
1455,4293,0
1456,7943,1
1457,1534,0
1458,5369,1
1459,11507,1
1460,5753,0
1461,9220,1
1462,9804,1
1463,7723,1
1464,1045,1
1465,6813,0
1466,5439,1
1467,11097,1
1468,7333,1
1469,5831,1
1470,9816,0
1471,223,1
1472,5265,1
1473,938,0
1474,316,1
1475,1454,1
1476,4312,1
1477,5442,1
1478,11497,0
1479,170,1
1480,10,0
1481,9602,0
1482,814,0
1483,1021,1
1484,3279,0
1485,5471,0
1486,6503,1
1487,2341,0
1488,1449,0
1489,7938,1
1490,7131,0
1491,2693,1
1492,6382,0
1493,2542,1
1494,10242,0
1495,1277,1
1496,6354,1
1497,10390,0
1498,3684,0
1499,2060,1
1500,7751,1
1501,10100,0
1502,299,1
1503,1765,1
1504,10596,0
1505,10169,1
1506,10066,1
1507,343,1
1508,7955,1
1509,8886,1
1510,1505,0
1511,8696,1
1512,2325,0
1513,5204,1
1514,8822,1
1515,6643,1
1516,5416,1
1517,2686,1
1518,2171,1
1519,5588,1
1520,3574,0
1521,2032,0
1522,6436,1
1523,7327,1
1524,6884,1
1525,33,0
1526,6387,0
1527,1894,1
1528,6499,0
1529,4006,0
1530,11353,1
1531,3259,1
1532,10237,0
1533,7674,1
1534,11484,0
1535,1112,1
1536,6851,1
1537,9185,1
1538,3333,1
1539,6468,0
1540,8236,1
1541,9793,1
1542,101,1
1543,7053,0
1544,9012,1
1545,3060,0
1546,8016,0
1547,8491,1
1548,1709,1
1549,10166,1
1550,3882,0
1551,11246,1
1552,9334,0
1553,2020,0
1554,234,0
1555,3672,1
1556,6188,1
1557,6051,1
1558,10450,0
1559,1789,0
1560,3751,0
1561,4125,1
1562,6592,1
1563,1136,0
1564,11192,1
1565,99,1
1566,165,0
1567,7174,0
1568,2968,0
1569,8172,0
1570,6132,1
1571,7150,1
1572,7388,1
1573,4519,1
1574,4757,0
1575,9853,0
1576,4389,0
1577,9444,0
1578,8403,0
1579,5277,1
1580,4238,1
1581,8305,1
1582,3916,1
1583,11489,0
1584,4257,1
1585,10540,0
1586,8719,0
1587,8062,1
1588,4381,1
1589,325,1
1590,6823,0
1591,4587,0
1592,8120,1
1593,9420,0
1594,5344,1
1595,10192,1
1596,1509,1
1597,10975,0
1598,11387,0
1599,9068,0
1600,1794,1
1601,7950,0
1602,842,1
1603,106,0
1604,975,0
1605,7689,1
1606,810,1
1607,9065,0
1608,1977,0
1609,11087,0
1610,6641,0
1611,9598,0
1612,1767,0
1613,498,0
1614,7216,0
1615,8716,1
1616,2911,0
1617,5476,1
1618,4894,0
1619,11172,1
1620,407,1
1621,6523,0
1622,9950,1
1623,8396,0
1624,1872,1
1625,5885,1
1626,6122,0
1627,4231,1
1628,7925,0
1629,3202,1
1630,9459,0
1631,2504,0
1632,4153,1
1633,5068,1
1634,9477,1
1635,1406,0
1636,3244,0
1637,1279,0
1638,10339,1
1639,9967,1
1640,749,1
1641,10230,1
1642,11315,1
1643,2005,0
1644,5477,1
1645,6019,0
1646,1602,1
1647,419,1
1648,3589,1
1649,20,0
1650,11560,1
1651,2300,0
1652,5463,0
1653,1532,1
1654,7033,0
1655,6289,1
1656,9630,0
1657,3681,1
1658,4215,0
1659,6111,1
1660,50,0
1661,3424,1
1662,9749,1
1663,669,1
1664,2108,1
1665,9941,1
1666,3636,1
1667,11326,1
1668,5637,0
1669,953,1
1670,3932,0
1671,2544,0
1672,1810,1
1673,9234,0
1674,4875,1
1675,4086,1
1676,1879,1
1677,9502,0
1678,5177,0
1679,5260,1
1680,2665,1
1681,1314,0
1682,4813,0
1683,412,0
1684,6090,0
1685,6155,0
1686,1298,0
1687,11427,1
1688,3931,0
1689,8243,1
1690,8661,1
1691,1861,0
1692,3027,0
1693,7865,0
1694,8850,0
1695,2453,0
1696,4015,1
1697,8092,0
1698,9875,0
1699,4275,0
1700,10279,0
1701,3621,0
1702,8621,1
1703,9249,1
1704,9679,1
1705,9838,0
1706,9326,1
1707,9290,1
1708,9817,1
1709,3846,1
1710,2291,1
1711,610,0
1712,9132,0
1713,4051,1
1714,5940,0
1715,3679,0
1716,10939,0
1717,5686,0
1718,11412,1
1719,2373,0
1720,10510,0
1721,9322,0
1722,5358,0
1723,8451,1
1724,204,0
1725,10953,0
1726,7227,0
1727,11305,0
1728,5743,1
1729,6389,0
1730,6343,0
1731,3254,1
1732,3510,0
1733,1379,0
1734,1538,1
1735,3631,0
1736,9654,0
1737,9104,0
1738,11251,1
1739,4511,0
1740,8628,1
1741,7449,1
1742,8490,1
1743,1685,1
1744,9945,0
1745,10616,0
1746,2914,0
1747,2777,1
1748,759,0
1749,5374,1
1750,10202,1
1751,3116,1
1752,1469,0
1753,8974,0
1754,9721,0
1755,2749,1
1756,1823,1
1757,2104,0
1758,6832,1
1759,7402,0
1760,8724,0
1761,1463,0
1762,584,0
1763,3114,0
1764,2172,0
1765,9495,1
1766,6946,0
1767,8101,0
1768,6564,1
1769,8509,1
1770,1482,0
1771,1819,1
1772,7902,0
1773,3352,0
1774,7370,0
1775,8137,0
1776,11043,0
1777,24,1
1778,7604,1
1779,10958,0
1780,2286,0
1781,3688,1
1782,9501,0
1783,291,1
1784,3420,0
1785,11193,1
1786,10521,0
1787,3262,1
1788,3176,0
1789,10438,1
1790,3017,1
1791,4621,1
1792,3970,1
1793,2885,1
1794,6743,0
1795,4939,1
1796,38,1
1797,7643,0
1798,420,1
1799,3756,0
1800,9004,1
1801,8964,1
1802,735,0
1803,1580,0
1804,10434,1
1805,8299,1
1806,7577,0
1807,5318,0
1808,1475,1
1809,6449,1
1810,8842,1
1811,331,0
1812,6810,1
1813,500,1
1814,6639,1
1815,8132,1
1816,11297,1
1817,4205,0
1818,9031,1
1819,5234,1
1820,2999,0
1821,336,1
1822,3986,0
1823,10517,0
1824,4808,0
1825,58,1
1826,7438,1
1827,1611,1
1828,1540,1
1829,3667,1
1830,2116,0
1831,6804,1
1832,2321,0
1833,8178,0
1834,10448,1
1835,6793,1
1836,8854,1
1837,369,0
1838,7034,0
1839,1500,0
1840,9360,0
1841,2284,1
1842,1188,0
1843,9354,1
1844,10248,0
1845,10044,0
1846,8995,0
1847,7374,0
1848,3630,0
1849,7313,1
1850,7130,1
1851,546,1
1852,6458,1
1853,3365,0
1854,6831,0
1855,6380,0
1856,8494,1
1857,254,1
1858,113,0
1859,2018,0
1860,4491,0
1861,4065,1
1862,10876,1
1863,9712,1
1864,7669,0
1865,4741,1
1866,7726,1
1867,9007,0
1868,9199,0
1869,1950,1
1870,4950,0
1871,3967,0
1872,10311,1
1873,7729,1
1874,7773,0
1875,5283,0
1876,8376,1
1877,4302,1
1878,3930,0
1879,4014,0
1880,196,1
1881,11419,1
1882,10919,1
1883,1230,0
1884,6550,0
1885,6251,1
1886,1133,1
1887,6023,1
1888,7880,1
1889,5713,0
1890,4579,0
